Titulo, Genero, Resumen
"Avengers: Endgame","[Action & Adventure,Drama,Science Fiction & Fantasy]","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe."
"Avengers: Endgame","[Action & Adventure,Drama,Science Fiction & Fantasy]","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe."
"Guardians of the Galaxy","[Action & Adventure,Science Fiction & Fantasy]","Brash space adventurer Peter Quill (Chris Pratt) finds himself the quarry of relentless bounty hunters after he steals an orb coveted by Ronan, a powerful villain. To evade Ronan, Quill is forced into an uneasy truce with four disparate misfits: gun-toting Rocket Raccoon, treelike-humanoid Groot, enigmatic Gamora, and vengeance-driven Drax the Destroyer. But when he discovers the orb's true power and the cosmic threat it poses, Quill must rally his ragtag group to save the universe."
"Ted Lasso: Season 2","Comedy"
"Guardians of the Galaxy Vol. 2","[Action & Adventure,Comedy,Science Fiction & Fantasy]","Peter Quill and his fellow Guardians are hired by a powerful alien race, the Sovereign, to protect their precious batteries from invaders. When it is discovered that Rocket has stolen the items they were sent to guard, the Sovereign dispatch their armada to search for vengeance. As the Guardians try to escape, the mystery of Peter's parentage is revealed."
"Katla: Season 1","Drama"
"Music Box: Woodstock 99: Peace, Love, and Rage","Documentary"
"Dr. Death: Season 1","Drama"
"Katla: Season 1","Drama"
"Naomi Osaka: Season 1","Documentary"
"Schmigadoon!: Season 1","Comedy"
"We Are Lady Parts: Season 1","Comedy"
"I Think You Should Leave with Tim Robinson: Season 2","Comedy"
"Avengers: Infinity War","[Action & Adventure,Science Fiction & Fantasy]","Iron Man, Thor, the Hulk and the rest of the Avengers unite to battle their most powerful enemy yet -- the evil Thanos. On a mission to collect all six Infinity Stones, Thanos plans to use the artifacts to inflict his twisted will on reality. The fate of the planet and existence itself has never been more uncertain as everything the Avengers have fought for has led up to this moment."
"Rogue One: A Star Wars Story","[Action & Adventure,Drama,Science Fiction & Fantasy]","Former scientist Galen Erso lives on a farm with his wife and young daughter, Jyn. His peaceful existence comes crashing down when the evil Orson Krennic takes him away from his beloved family. Many years later, Galen becomes the Empire's lead engineer for the most powerful weapon in the galaxy, the Death Star. Knowing that her father holds the key to its destruction, Jyn joins forces with a spy and other resistance fighters to steal the space station's plans for the Rebel Alliance."
"The Pursuit of Love: Season 1","Drama"
"Avengers: Endgame","[Action & Adventure,Drama,Science Fiction & Fantasy]","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe."
"Tuca & Bertie: Season 2","Animation"
"Blindspotting: Season 1","Comedy"
"Dead Pigs","[Comedy,Drama,Kids & Family]","The fates of an unlucky pig farmer, a feisty home-owner defending her property, a lovestruck busboy, a disenchanted rich girl, and an American expat pursuing the Chinese Dream converge and collide as thousands of dead pigs are found floating down the Huangpu River, towards a modernizing Shanghai in Cathy Yan's (BIRDS OF PREY) debut feature."
"Schmigadoon!: Season 1","Comedy"
"Blindspotting: Season 1","Comedy"
"Naomi Osaka: Season 1","Documentary"
"Dead Pigs","[Comedy,Drama,Kids & Family]","The fates of an unlucky pig farmer, a feisty home-owner defending her property, a lovestruck busboy, a disenchanted rich girl, and an American expat pursuing the Chinese Dream converge and collide as thousands of dead pigs are found floating down the Huangpu River, towards a modernizing Shanghai in Cathy Yan's (BIRDS OF PREY) debut feature."
"The Mysterious Benedict Society: Season 1","Action & Adventure"
"The White Lotus: Season 1","Comedy"
"Mission: Impossible Rogue Nation","[Action & Adventure]","With the IMF now disbanded and Ethan Hunt (Tom Cruise) out in the cold, a new threat -- called the Syndicate -- soon emerges. The Syndicate is a network of highly skilled operatives who are dedicated to establishing a new world order via an escalating series of terrorist attacks. Faced with what may be the most impossible mission yet, Ethan gathers his team and joins forces with Ilsa Faust (Rebecca Ferguson), a disavowed British agent who may or may not be a member of this deadly rogue nation."
"Infinite","[Science Fiction & Fantasy]","For Evan McCauley (Mark Wahlberg), skills he has never learned and memories of places he has never visited haunt his daily life. Self-medicated and on the brink of a mental breakdown, Evan is sought by a secret group that call themselves “Infinites,�? revealing to him that his memories may be real--but they are from multiple past lives. The Infinites bring Evan into their extraordinary world, where a gifted few are given the ability to be reborn with their memories and knowledge accumulated over centuries. With critical secrets buried in his past, Evan must work with the Infinites to unlock the answers in his memories in a race against time to save humanity from one of their own (Chiwetel Ejiofor) who seeks to end all life to stop what he views as the cursed, endless cycle of reincarnation."
"Starstruck: Season 1","Comedy"
"Sex/Life: Season 1","Romance"
